tg_id;id;balance_ap;15353931;20000000;pos
443694434;6616;2796;0,000182103;3642,064042;340
468502162;136396;2796;0,000182103;3642,064042;341
100891493;33231;2795;0,000182038;3640,761444;342
567412733;86988;2793;0,000181908;3638,156248;343
1967673016;106323;2793;0,000181908;3638,156248;344
6890861987;41478;2789;0,000181647;3632,945856;345
7117398643;8391;2784;0,000181322;3626,432866;346
604721694;2293;2774;0,00018067;3613,406886;347
1119848473;95917;2770;0,00018041;3608,196494;348
1490533096;100247;2770;0,00018041;3608,196494;349
317997512;65513;2768;0,00018028;3605,591298;350
6526659404;48992;2767;0,000180214;3604,2887;351
5754150936;86838;2765;0,000180084;3601,683504;352
7058061453;8910;2764;0,000180019;3600,380906;353
469721562;51000;2757;0,000179563;3591,26272;354
850194454;4507;2752;0,000179237;3584,74973;355
1733104032;42646;2751;0,000179172;3583,447132;356
100437846;46263;2748;0,000178977;3579,539338;357
475660244;66766;2746;0,000178847;3576,934141;358
383939380;105492;2746;0,000178847;3576,934141;359
102379378;49069;2745;0,000178782;3575,631543;360
6784465179;53644;2740;0,000178456;3569,118553;361
291798150;53443;2736;0,000178195;3563,908161;362
249700736;5509;2734;0,000178065;3561,302965;363
959453666;65523;2734;0,000178065;3561,302965;364
1300057931;19855;2733;0,000178;3560,000367;365
354361175;57848;2728;0,000177674;3553,487377;366
5150622841;51430;2726;0,000177544;3550,882181;367
837444960;6351;2724;0,000177414;3548,276985;368
1937175381;13514;2717;0,000176958;3539,158799;369
86723374;17332;2714;0,000176763;3535,251005;370
654860634;91099;2714;0,000176763;3535,251005;371
1485666668;26041;2710;0,000176502;3530,040613;372
507226790;33848;2698;0,00017572;3514,409437;373
543059269;52872;2690;0,000175199;3503,988653;374
1114093565;43171;2688;0,000175069;3501,383457;375
667739964;39719;2686;0,000174939;3498,778261;376
485345624;24872;2685;0,000174874;3497,475663;377
5676132311;69833;2685;0,000174874;3497,475663;378
378467364;1662;2680;0,000174548;3490,962673;379
105843045;40005;2678;0,000174418;3488,357477;380
5193571084;98371;2677;0,000174353;3487,054879;381
5113808608;36272;2676;0,000174288;3485,752281;382
6471841233;48890;2674;0,000174157;3483,147085;383
6516297621;3601;2673;0,000174092;3481,844487;384
683623207;145;2669;0,000173832;3476,634095;385
5084737033;69958;2669;0,000173832;3476,634095;386
512576561;11111;2665;0,000173571;3471,423703;387
